orig_address_ru,lat,lon,street_norm,housenumber_norm
"б-р Комсомольский, д. 46, кв. 41",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 42",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 44",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 45",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 46",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 47",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 48",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 50",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 53",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 55",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 58",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 59",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 60",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 61",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 62",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 63",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 67",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 68",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 69",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 7",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 75",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 76",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 78",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 79",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 8",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 80",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 82",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 84",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 85",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 87",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 88",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 9",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 90",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 91",,,б-р комсомольскии,46
"б-р Комсомольский, д. 46, кв. 92",,,б-р комсомольскии,46
"б-р Комсомольский, д. 48 А, кв. 1",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 10",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 11",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 14",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 18",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 19",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 2",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 20",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 21",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 22",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 23",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 24",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 27",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 33",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 35",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 36",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 37",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 40",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 43",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 44",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 51",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 56",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 6",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 60",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 61",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 62",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 63",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 65",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48 А, кв. 7",,,б-р комсомольскии,48 а
"б-р Комсомольский, д. 48, кв. 1",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 101",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 102",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 103",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 107",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 28",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 31",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 45",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 47",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 55",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 57",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 69",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 70",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 71",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 74",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 76",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 90",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 93",,,б-р комсомольскии,48
"б-р Комсомольский, д. 48, кв. 99",,,б-р комсомольскии,48
"б-р Комсомольский, д. 54, кв. 101",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 113",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 117",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 121",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 124",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 133",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 135",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 140",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 146",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 15",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 153",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 156",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 157",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 162",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 164",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 17",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 172",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 182",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 20",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 208",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 210",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 211",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 213",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 36",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 40",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 43",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 50",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 59",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 61",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 63",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 65",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 67",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 68",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 69",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 74",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 76",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 77",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 79",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 83",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 87",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 90",,,б-р комсомольскии,54
"б-р Комсомольский, д. 54, кв. 97",,,б-р комсомольскии,54
"б-р Комсомольский, д. 58, кв. 11",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 13",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 14",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 15",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 16",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 17",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 22",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 25",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 31",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 35",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 40",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 43",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 44",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 5",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 55",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 64",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 66",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 68",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 70",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 74",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 76",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 79",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 8",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 87",,,б-р комсомольскии,58
"б-р Комсомольский, д. 58, кв. 92",,,б-р комсомольскии,58
"б-р Комсомольский, д. 60, кв. 104",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 108",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 109",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 110",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 112",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 119",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 120",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 128",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 13",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 141",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 142",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 19",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 20",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 23",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 28",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 33",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 34",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 43",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 49",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 56",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 58",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 61",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 7",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 70",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 85",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 88",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 91",,,б-р комсомольскии,60
"б-р Комсомольский, д. 60, кв. 96",,,б-р комсомольскии,60
"б-р Комсомольский, д. 66, кв. 11",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 15",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 16",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 17",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 21",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 22",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 23",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 24",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 25",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 26",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 27",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 28",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 36",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 37",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 38",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 39",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 41",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 42",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 43",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 44",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 45",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 52",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 54",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 56",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 57",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 58",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 60",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 65",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 66",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 68",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 69",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 70",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 71",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 73",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 74",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 75",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 77",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 78",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 8",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 80",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 81",,,б-р комсомольскии,66
"б-р Комсомольский, д. 66, кв. 83",,,б-р комсомольскии,66
"б-р Комсомольский, д. 68, кв. 101",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 104",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 109",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 112",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 114",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 115",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 119",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 120",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 123",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 124",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 125",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 13",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 133",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 134",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 135",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 136",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 138",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 139",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 140",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 141",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 142",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 143",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 145",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 147",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 148",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 149",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 20",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 23",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 27",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 31",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 32",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 34",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 36",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 38",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 40",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 42",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 45",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 47",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 52",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 55",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 56",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 59",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 60",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 63",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 64",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 66",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 69",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 70",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 72",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 8",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 80",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 96",,,б-р комсомольскии,68
"б-р Комсомольский, д. 68, кв. 98",,,б-р комсомольскии,68
"б-р Комсомольский, д. 72, кв. 1",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 100",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 101",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 19",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 20",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 21",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 25",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 32",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 35",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 42",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 43",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 46",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 50",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 57",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 58",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 6",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 61",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 66",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 67",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 79",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 8",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 80",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 82",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 83",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 84",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 9",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 90",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 91",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 95",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 96",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 97",,,б-р комсомольскии,72
"б-р Комсомольский, д. 72, кв. 98",,,б-р комсомольскии,72
"б-р Комсомольский, д. 74, кв. 18",,,б-р комсомольскии,74
"б-р Комсомольский, д. 74, кв. 27",,,б-р комсомольскии,74
"б-р Комсомольский, д. 74, кв. 30",,,б-р комсомольскии,74
"б-р Комсомольский, д. 74, кв. 4",,,б-р комсомольскии,74
"б-р Комсомольский, д. 74, кв. 40",,,б-р комсомольскии,74
"б-р Комсомольский, д. 74, кв. 54",,,б-р комсомольскии,74
"б-р Комсомольский, д. 74, кв. 67",,,б-р комсомольскии,74
"б-р Комсомольский, д. 74, кв. 68",,,б-р комсомольскии,74
"б-р Комсомольский, д. 74, кв. 69",,,б-р комсомольскии,74
"б-р Комсомольский, д.48, кв.111",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.122",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.123",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.130",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.132",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.136",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.137",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.144",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.145",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.146",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.151",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.154",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.156",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.157",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.158",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.160",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.164",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.165",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.167",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.170",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.174",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.176",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.177",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.183",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.184",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.185",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.187",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.188",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.190",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.192",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.198",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.200",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.202",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.212",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.213",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.216",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.73",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.77",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.86",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.87",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.92",,,б-р комсомольскии,48
"б-р Комсомольский, д.48, кв.95",,,б-р комсомольскии,48
"б-р Комсомольский, д.54, кв.104",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.105",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.106",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.109",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.110",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.112",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.12",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.122",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.123",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.127",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.130",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.136",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.142",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.159",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.160",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.161",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.163",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.180",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.185",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.19",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.191",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.21",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.44",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.52",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.86",,,б-р комсомольскии,54
"б-р Комсомольский, д.54, кв.91",,,б-р комсомольскии,54
"б-р Комсомольский, д.58, кв.10",,,б-р комсомольскии,58
"б-р Комсомольский, д.58, кв.100",,,б-р комсомольскии,58
"б-р Комсомольский, д.58, кв.101",,,б-р комсомольскии,58
"б-р Комсомольский, д.58, кв.102",,,б-р комсомольскии,58
"б-р Комсомольский, д.58, кв.104",,,б-р комсомольскии,58
"б-р Комсомольский, д.58, кв.115",,,б-р комсомольскии,58
"б-р Комсомольский, д.58, кв.116",,,б-р комсомольскии,58
